"FXY1","FXY2"
"300002","000002"
"300002","000003"
"300003","000010"
"300003","000011"
"300003","000012"
"300004","300003"
"300004","000013"
"300004","000014"
"300004","000015"
"300004","000016"
"300004","000017"
"300004","000018"
"300004","000019"
"300004","000020"
"300010","300003"
"300010","101000"
"300010","031001"
"300010","000030"
"300015","000030"
"300015","102000"
"300015","031002"
"300015","000024"
"300015","000025"
"300016","000030"
"300016","102000"
"300016","031001"
"300016","000026"
"300016","000027"
"301001","001001"
"301001","001002"
"301002","001003"
"301002","001004"
"301002","001005"
"301003","001011"
"301003","001012"
"301003","001013"
"301004","001001"
"301004","001002"
"301004","001015"
"301004","002001"
"301005","001035"
"301005","001034"
"301011","004001"
"301011","004002"
"301011","004003"
"301012","004004"
"301012","004005"
"301013","004004"
"301013","004005"
"301013","004006"
"301014","102002"
"301014","301011"
"301014","301012"
"301021","005001"
"301021","006001"
"301022","005001"
"301022","006001"
"301022","007001"
"301023","005002"
"301023","006002"
"301024","005002"
"301024","006002"
"301024","007001"
"301025","301023"
"301025","004003"
"301025","301012"
"301026","301021"
"301026","004003"
"301026","004003"
"301026","004004"
"301026","004004"
"301026","004005"
"301026","004005"
"301027","008007"
"301027","101000"
"301027","031001"
"301027","301028"
"301027","008007"
"301028","008040"
"301028","033042"
"301028","007010"
"301028","101000"
"301028","031002"
"301028","301023"
"301028","019007"
"301028","008040"
"301031","301001"
"301031","002001"
"301031","301011"
"301031","301012"
"301031","301022"
"301032","301001"
"301032","002001"
"301032","301011"
"301032","301012"
"301032","301024"
"301033","001005"
"301033","002001"
"301033","301011"
"301033","301012"
"301033","301021"
"301034","001005"
"301034","002001"
"301034","301011"
"301034","301012"
"301034","301023"
"301035","001005"
"301035","001012"
"301035","001013"
"301035","002001"
"301035","301011"
"301035","301012"
"301035","301023"
"301036","301003"
"301036","002001"
"301036","301011"
"301036","301012"
"301036","301023"
"301037","301001"
"301037","002011"
"301037","002012"
"301037","301011"
"301037","301012"
"301037","301022"
"301038","301001"
"301038","002011"
"301038","002012"
"301038","301011"
"301038","301012"
"301038","301024"
"301039","301003"
"301039","002011"
"301039","002012"
"301039","301011"
"301039","301012"
"301039","301023"
"301040","301003"
"301040","002011"
"301040","002012"
"301040","301011"
"301040","301012"
"301040","301024"
"301041","001007"
"301041","002021"
"301041","002022"
"301041","301011"
"301041","301012"
"301042","301041"
"301042","301021"
"301043","001007"
"301043","002023"
"301043","301011"
"301043","301013"
"301043","301021"
"301044","001007"
"301044","002024"
"301044","301011"
"301044","301013"
"301044","301021"
"301045","301011"
"301045","301012"
"301045","201138"
"301045","202131"
"301045","004006"
"301045","201000"
"301045","202000"
"301045","304030"
"301045","304031"
"301046","001007"
"301046","001012"
"301046","002048"
"301046","021119"
"301046","025060"
"301046","202124"
"301046","002026"
"301046","002027"
"301046","202000"
"301046","005040"
"301047","001007"
"301047","025060"
"301047","001033"
"301047","001034"
"301047","001012"
"301047","301045"
"301047","002021"
"301047","301011"
"301047","301012"
"301047","201138"
"301047","202131"
"301047","004006"
"301047","201000"
"301047","202000"
"301047","301023"
"301048","002104"
"301048","002121"
"301048","002113"
"301048","002026"
"301048","002027"
"301048","002111"
"301048","002140"
"301048","202127"
"301048","001013"
"301048","202126"
"301048","007001"
"301048","202000"
"301048","025010"
"301048","021064"
"301049","002111"
"301049","002112"
"301049","021062"
"301049","021063"
"301049","021065"
"301051","001006"
"301051","002061"
"301051","301011"
"301051","301012"
"301051","301021"
"301051","008004"
"301055","001005"
"301055","002001"
"301055","301011"
"301055","301012"
"301055","301021"
"301055","001012"
"301055","001014"
"301058","301011"
"301058","301012"
"301058","201152"
"301058","202135"
"301058","004006"
"301058","202000"
"301058","201000"
"301058","301021"
"301058","020111"
"301058","020112"
"301058","020113"
"301058","020114"
"301058","020115"
"301058","020116"
"301058","020117"
"301058","020118"
"301058","020119"
"301058","025035"
"301058","020121"
"301058","020122"
"301058","020123"
"301058","020124"
"301058","025175"
"301058","020023"
"301058","025063"
"301058","202136"
"301058","201136"
"301058","002121"
"301058","201000"
"301058","202000"
"301058","025061"
"301058","002184"
"301058","002189"
"301058","025036"
"301058","101000"
"301058","031002"
"301058","301059"
"301059","301021"
"301059","007030"
"301059","007032"
"301062","101000"
"301062","031001"
"301062","301001"
"301065","001006"
"301065","001008"
"301065","002001"
"301065","002002"
"301065","002005"
"301065","002062"
"301065","002070"
"301065","002065"
"301066","301011"
"301066","301013"
"301066","301023"
"301066","007004"
"301066","002064"
"301066","008004"
"301071","001007"
"301071","001031"
"301071","002020"
"301071","002028"
"301071","002029"
"301072","301071"
"301072","301011"
"301072","301013"
"301072","301021"
"301089","001101"
"301089","001102"
"301090","301004"
"301090","301011"
"301090","301012"
"301090","301021"
"301090","007030"
"301090","007031"
"301091","002180"
"301091","002181"
"301091","002182"
"301091","002183"
"301091","002184"
"301091","002179"
"301091","002186"
"301091","002187"
"301091","002188"
"301091","002189"
"301092","001011"
"301092","001003"
"301092","002001"
"301092","301011"
"301092","301012"
"301092","301021"
"301092","007030"
"301092","007031"
"301092","033024"
"301093","301036"
"301093","007030"
"301093","007031"
"301110","301001"
"301110","001011"
"301110","002011"
"301110","002014"
"301110","002003"
"301111","301001"
"301111","001011"
"301111","002011"
"301111","002013"
"301111","002014"
"301111","002003"
"301112","001006"
"301112","002011"
"301112","002013"
"301112","002014"
"301112","002003"
"301113","008021"
"301113","301011"
"301113","301013"
"301114","301021"
"301114","007030"
"301114","007031"
"301114","007007"
"301114","033024"
"301120","301001"
"301120","001094"
"301120","002011"
"301120","301121"
"301121","008041"
"301121","301122"
"301121","301021"
"301121","007031"
"301121","007007"
"301122","301011"
"301122","301012"
"301122","201135"
"301122","202130"
"301122","004006"
"301122","202000"
"301122","201000"
"301123","102002"
"301123","008041"
"301123","001062"
"301123","301001"
"301123","001094"
"301123","002011"
"301123","001018"
"301123","001095"
"301123","025061"
"301123","025068"
"301123","001082"
"301123","001083"
"301123","001081"
"301123","002067"
"301123","002066"
"301123","002014"
"301123","025067"
"301123","025065"
"301123","025066"
"301123","002095"
"301123","002096"
"301123","002097"
"301123","002016"
"301123","002083"
"301123","002080"
"301123","002081"
"301123","001093"
"301123","002084"
"301123","002085"
"301123","002086"
"301123","002082"
"301123","008041"
"301123","301011"
"301125","001033"
"301125","001034"
"301125","025060"
"301125","001007"
"301125","002019"
"301125","001012"
"301193","001007"
"301193","001031"
"301193","002196"
"301193","002221"
"301193","002222"
"301194","001194"
"301194","001012"
"301194","001013"
"301194","002011"
"301194","002012"
"301194","301011"
"301194","301012"
"301194","301023"
"301194","007001"
"301195","001195"
"301195","001012"
"301195","001013"
"301195","002011"
"301195","002012"
"301195","301011"
"301195","301012"
"301195","301023"
"301195","007001"
"301196","301003"
"301196","002011"
"301196","002012"
"301196","301011"
"301196","301012"
"301196","301023"
"301196","007001"
"301197","001006"
"301197","001008"
"301197","002061"
"301197","002062"
"301197","002002"
"301197","002005"
"301197","002070"
"301197","002063"
"301197","002001"
"301198","001011"
"301198","001012"
"301198","001013"
"301198","002011"
"301198","002012"
"301198","301011"
"301198","301012"
"301198","301023"
"301198","007001"
"301200","001032"
"301200","033194"
"301201","101003"
"301201","033193"
"301202","001031"
"301202","001032"
"301237","001007"
"301237","001012"
"301237","002021"
"301237","301011"
"301237","004004"
"301237","004005"
"301237","201138"
"301237","202131"
"301237","004006"
"301237","201000"
"301237","202000"
"301237","301023"
"301238","002104"
"301238","002121"
"301238","002113"
"301238","002026"
"301238","002027"
"301238","002111"
"301238","002192"
"301238","202127"
"301238","001013"
"301238","202126"
"301238","007001"
"301238","202000"
"301238","025010"
"301238","021194"
"301239","002111"
"301239","002112"
"301239","021192"
"301239","021193"
"301239","021195"
"301240","201131"
"301240","202129"
"301240","022021"
"301240","201000"
"301240","202000"
"301241","201141"
"301241","202130"
"301241","007001"
"301241","201000"
"301241","202000"
"301242","021207"
"301242","021208"
"301242","021209"
"301242","021210"
"301242","021211"
"301242","021212"
"301250","301193"
"301250","301011"
"301250","301013"
"301250","301021"
"302001","010004"
"302001","010051"
"302001","010061"
"302001","010063"
"302002","010004"
"302002","007004"
"302002","010003"
"302002","010061"
"302002","010063"
"302003","011011"
"302003","011012"
"302003","012004"
"302003","012006"
"302003","013003"
"302003","020001"
"302003","020003"
"302003","020004"
"302003","020005"
"302004","020010"
"302004","008002"
"302004","020011"
"302004","020013"
"302004","020012"
"302004","020012"
"302004","020012"
"302005","008002"
"302005","020011"
"302005","020012"
"302005","020013"
"302006","010004"
"302006","010051"
"302006","010062"
"302006","010063"
"302011","302001"
"302011","302003"
"302011","302004"
"302012","302002"
"302012","302003"
"302012","302004"
"302013","302006"
"302013","302003"
"302013","101000"
"302013","031001"
"302013","302005"
"302021","022001"
"302021","022011"
"302021","022021"
"302022","022002"
"302022","022012"
"302022","022022"
"302023","022003"
"302023","022013"
"302023","022023"
"302024","302022"
"302024","101002"
"302024","302023"
"302031","302001"
"302031","010062"
"302031","007004"
"302031","010009"
"302032","007032"
"302032","012101"
"302032","012103"
"302032","013003"
"302033","007032"
"302033","020001"
"302034","007032"
"302034","013023"
"302035","302032"
"302035","302033"
"302035","302034"
"302035","007032"
"302035","302004"
"302035","101000"
"302035","031001"
"302035","302005"
"302036","105000"
"302036","031001"
"302036","008002"
"302036","020011"
"302036","020012"
"302036","020014"
"302036","020017"
"302037","020062"
"302037","013013"
"302037","012113"
"302038","020003"
"302038","004024"
"302038","020004"
"302038","020005"
"302039","004024"
"302039","014031"
"302040","007032"
"302040","102002"
"302040","004024"
"302040","013011"
"302041","007032"
"302041","004024"
"302041","004024"
"302041","012111"
"302041","004024"
"302041","004024"
"302041","012112"
"302042","007032"
"302042","002002"
"302042","008021"
"302042","004025"
"302042","011001"
"302042","011002"
"302042","008021"
"302042","103002"
"302042","004025"
"302042","011043"
"302042","011041"
"302043","302038"
"302043","101002"
"302043","302039"
"302043","302040"
"302043","302041"
"302043","302042"
"302043","007032"
"302044","004024"
"302044","002004"
"302044","013033"
"302045","004024"
"302045","014002"
"302045","014004"
"302045","014016"
"302045","014028"
"302045","014029"
"302045","014030"
"302046","004024"
"302046","004024"
"302046","012049"
"302047","102003"
"302047","008002"
"302047","020054"
"302048","005021"
"302048","007021"
"302048","020012"
"302048","005021"
"302048","007021"
"302049","008002"
"302049","020011"
"302049","020013"
"302049","020012"
"302049","020012"
"302049","020012"
"302049","008002"
"302050","008041"
"302050","005021"
"302050","007005"
"302050","202130"
"302050","006021"
"302050","202000"
"302050","008041"
"302050","201131"
"302050","202129"
"302050","002115"
"302050","010004"
"302050","002115"
"302050","013003"
"302050","202000"
"302050","201000"
"302050","002115"
"302050","011001"
"302050","011002"
"302050","002115"
"302050","102002"
"302050","012101"
"302050","004024"
"302050","002115"
"302050","012103"
"302050","012102"
"302050","101003"
"302050","020012"
"302050","020011"
"302050","020013"
"302050","101002"
"302050","020003"
"302051","010004"
"302051","010051"
"302051","007004"
"302051","010003"
"302051","012004"
"302051","012051"
"302051","012016"
"302051","012017"
"302051","013004"
"302051","102004"
"302051","008051"
"302051","008020"
"302052","007032"
"302052","007033"
"302052","012101"
"302052","002039"
"302052","012102"
"302052","012103"
"302052","013003"
"302053","007032"
"302053","007033"
"302053","020001"
"302054","302052"
"302054","302053"
"302054","007033"
"302054","302034"
"302054","007032"
"302054","302004"
"302054","101000"
"302054","031001"
"302054","302005"
"302055","020031"
"302055","020032"
"302055","020033"
"302055","020034"
"302055","020035"
"302055","020036"
"302055","020037"
"302055","020038"
"302056","002038"
"302056","007063"
"302056","022043"
"302056","007063"
"302057","302056"
"302057","302021"
"302057","302024"
"302058","007032"
"302058","007033"
"302058","004024"
"302058","004024"
"302058","012111"
"302058","004024"
"302058","004024"
"302058","012112"
"302059","007032"
"302059","007033"
"302059","002002"
"302059","008021"
"302059","004025"
"302059","011001"
"302059","011002"
"302059","008021"
"302059","103002"
"302059","004025"
"302059","011043"
"302059","011041"
"302060","302038"
"302060","302040"
"302060","302058"
"302060","302059"
"302062","302001"
"302062","302052"
"302062","302053"
"302062","007033"
"302062","101000"
"302062","031000"
"302062","302034"
"302062","007032"
"302062","020010"
"302062","008002"
"302062","020013"
"302062","104000"
"302062","031000"
"302062","020011"
"302062","020012"
"302062","020012"
"302062","020012"
"302062","101000"
"302062","031001"
"302062","302005"
"302062","008002"
"302062","101000"
"302062","031000"
"302062","302055"
"302062","101000"
"302062","031000"
"302062","302056"
"302062","101000"
"302062","031000"
"302062","302021"
"302062","101000"
"302062","031000"
"302062","302024"
"302063","302038"
"302063","101000"
"302063","031000"
"302063","302040"
"302063","101000"
"302063","031000"
"302063","302058"
"302063","302064"
"302064","007032"
"302064","007033"
"302064","002002"
"302064","008021"
"302064","004025"
"302064","011001"
"302064","011002"
"302064","008021"
"302064","103000"
"302064","031001"
"302064","004025"
"302064","011043"
"302064","011041"
"302066","020023"
"302066","020024"
"302066","020027"
"302066","020054"
"302066","020023"
"302066","020027"
"302066","020054"
"302066","020025"
"302066","020026"
"302066","020027"
"302066","020040"
"302066","020066"
"302066","020027"
"302066","020021"
"302066","020067"
"302066","020027"
"302069","007032"
"302069","007033"
"302069","033041"
"302069","020001"
"302070","007032"
"302070","007033"
"302070","011001"
"302070","011002"
"302070","011043"
"302070","011041"
"302070","011016"
"302070","011017"
"302071","007032"
"302071","007033"
"302071","008021"
"302071","004025"
"302071","011001"
"302071","011002"
"302071","008021"
"302071","103002"
"302071","004025"
"302071","011043"
"302071","011041"
"302071","004025"
"302071","011016"
"302071","011017"
"302072","007032"
"302072","007033"
"302072","012101"
"302072","012103"
"302072","013003"
"302073","020010"
"302073","105004"
"302073","008002"
"302073","020011"
"302073","020012"
"302073","033041"
"302073","020013"
"302074","020003"
"302074","004025"
"302074","020004"
"302074","020005"
"302075","008021"
"302075","004025"
"302075","013055"
"302075","013058"
"302075","008021"
"302076","020021"
"302076","020022"
"302076","026020"
"302076","020023"
"302076","020024"
"302076","020025"
"302076","020026"
"302077","007032"
"302077","007033"
"302077","004025"
"302077","012111"
"302077","012112"
"302077","007032"
"302077","004025"
"302077","012112"
"302078","002176"
"302078","020062"
"302078","002177"
"302078","013013"
"302079","007032"
"302079","002175"
"302079","002178"
"302079","004025"
"302079","013011"
"302080","002185"
"302080","004025"
"302080","013033"
"302081","004025"
"302081","014031"
"302082","004025"
"302082","014002"
"302082","014004"
"302082","014016"
"302082","014028"
"302082","014029"
"302082","014030"
"302083","004025"
"302083","008023"
"302083","010004"
"302083","011001"
"302083","011002"
"302083","012101"
"302083","013003"
"302083","008023"
"302084","302031"
"302084","302072"
"302084","103000"
"302084","031000"
"302084","101005"
"302084","307063"
"302084","007061"
"302084","101000"
"302084","031000"
"302084","302069"
"302084","007032"
"302084","007033"
"302084","105000"
"302084","031000"
"302084","020031"
"302084","020032"
"302084","002038"
"302084","022043"
"302084","302021"
"302084","101000"
"302084","031000"
"302084","302078"
"302084","012113"
"302084","101000"
"302084","031000"
"302084","302004"
"302084","105000"
"302084","031001"
"302084","008002"
"302084","020011"
"302084","020012"
"302084","033041"
"302084","020013"
"302084","302036"
"302084","101000"
"302084","031000"
"302084","302047"
"302084","008002"
"302084","101000"
"302084","031000"
"302084","302048"
"302085","105000"
"302085","031000"
"302085","020003"
"302085","103002"
"302085","004024"
"302085","020004"
"302085","020005"
"302085","101000"
"302085","031000"
"302085","302175"
"302085","102000"
"302085","031000"
"302085","004025"
"302085","302076"
"302085","102000"
"302085","031000"
"302085","004025"
"302085","013059"
"302085","007032"
"302085","007033"
"302085","008021"
"302085","004025"
"302085","011001"
"302085","011002"
"302085","008021"
"302085","103003"
"302085","004025"
"302085","011043"
"302085","011041"
"302085","004025"
"302085","011016"
"302085","011017"
"302085","302077"
"302085","007033"
"302085","302041"
"302085","106000"
"302085","031000"
"302085","007032"
"302085","002175"
"302085","002178"
"302085","102005"
"302085","004024"
"302085","013011"
"302085","007032"
"302085","103000"
"302085","031000"
"302085","002185"
"302085","101002"
"302085","302044"
"302085","102000"
"302085","031000"
"302085","101002"
"302085","302039"
"302085","102000"
"302085","031000"
"302085","101002"
"302085","302045"
"302085","101000"
"302085","031000"
"302085","302046"
"302085","101000"
"302085","031000"
"302085","302083"
"302089","020101"
"302089","020102"
"302089","020103"
"302089","020104"
"302089","020105"
"302089","020106"
"302089","020107"
"302089","020108"
"302090","002038"
"302090","007063"
"302090","022045"
"302090","007063"
"302175","008021"
"302175","004025"
"302175","013155"
"302175","013058"
"302175","008021"
"302205","201131"
"302205","202129"
"302205","022021"
"302205","201000"
"302205","202000"
"302206","302205"
"302206","201130"
"302206","202129"
"302206","022011"
"302206","201000"
"302206","202000"
"302206","022001"
"302206","011001"
"302206","011002"
"302207","022193"
"302207","022194"
"302207","022195"
"302207","022196"
"302207","022197"
"302250","102000"
"302250","031001"
"302250","020193"
"302250","020194"
"302250","020012"
"303001","007003"
"303001","011001"
"303001","011002"
"303002","007004"
"303002","011001"
"303002","011002"
"303003","007004"
"303003","010003"
"303003","012001"
"303003","012003"
"303004","007004"
"303004","010003"
"303004","012001"
"303004","012003"
"303004","011001"
"303004","011002"
"303011","007003"
"303011","008001"
"303011","011001"
"303011","011002"
"303012","007004"
"303012","008001"
"303012","011001"
"303012","011002"
"303013","007004"
"303013","008001"
"303013","010003"
"303013","012001"
"303013","013003"
"303013","011001"
"303013","011002"
"303014","007004"
"303014","008001"
"303014","010003"
"303014","012001"
"303014","012003"
"303014","011001"
"303014","011002"
"303021","007004"
"303021","007004"
"303021","204007"
"303021","031021"
"303022","303021"
"303022","010003"
"303022","204000"
"303023","303021"
"303023","012001"
"303023","204000"
"303024","303021"
"303024","013016"
"303024","204000"
"303025","002025"
"303025","204007"
"303025","031021"
"303025","012063"
"303025","204000"
"303026","007004"
"303026","008003"
"303026","204007"
"303026","031021"
"303026","012001"
"303026","204000"
"303027","007004"
"303027","204007"
"303027","031021"
"303027","010003"
"303027","204000"
"303031","007004"
"303031","008003"
"303031","007021"
"303031","007022"
"303031","008012"
"303031","012061"
"303032","020011"
"303032","020016"
"303033","020010"
"303033","020016"
"303040","008041"
"303040","004025"
"303040","004026"
"303040","301021"
"303040","301122"
"303040","201131"
"303040","202129"
"303040","025069"
"303040","007004"
"303040","013003"
"303040","202000"
"303040","201000"
"303040","002013"
"303040","012101"
"303040","010009"
"303040","102002"
"303040","008040"
"303040","035035"
"303041","002152"
"303041","002023"
"303041","007004"
"303041","011001"
"303041","011002"
"303041","002153"
"303041","002154"
"303041","012071"
"303050","004086"
"303050","008042"
"303050","007004"
"303050","005015"
"303050","006015"
"303050","011001"
"303050","011002"
"303051","004086"
"303051","008042"
"303051","007004"
"303051","005015"
"303051","006015"
"303051","011061"
"303051","011062"
"303052","004086"
"303052","008042"
"303052","007009"
"303052","005015"
"303052","006015"
"303052","011001"
"303052","011002"
"303053","004086"
"303053","008042"
"303053","007009"
"303053","005015"
"303053","006015"
"303053","011061"
"303053","011062"
"303054","004086"
"303054","008042"
"303054","007004"
"303054","010009"
"303054","005015"
"303054","006015"
"303054","012101"
"303054","012103"
"303054","011001"
"303054","011002"
"303055","004086"
"303055","008042"
"303055","007009"
"303055","005015"
"303055","006015"
"303055","012101"
"303055","013009"
"303055","012103"
"303055","011001"
"303055","011002"
"303249","002252"
"303249","104000"
"303249","031001"
"303249","002199"
"303249","007004"
"303249","007004"
"303249","013003"
"303250","002252"
"303250","002023"
"303250","007004"
"303250","011001"
"303250","011002"
"303250","002197"
"303250","002198"
"303250","012193"
"303251","002252"
"303251","105000"
"303251","031001"
"303251","002254"
"303251","002251"
"303251","002197"
"303251","002198"
"303251","012063"
"303252","002252"
"303252","105000"
"303252","031001"
"303252","002254"
"303252","002251"
"303252","002197"
"303252","002198"
"303252","012194"
"304001","008003"
"304001","010004"
"304001","012001"
"304001","011001"
"304001","011002"
"304002","008003"
"304002","010004"
"304002","011001"
"304002","011002"
"304003","008003"
"304003","012001"
"304004","008003"
"304004","010004"
"304004","020010"
"304004","012001"
"304005","002024"
"304005","007004"
"304005","007004"
"304005","013003"
"304006","014001"
"304006","014001"
"304006","014003"
"304011","002163"
"304011","002164"
"304011","008012"
"304011","007024"
"304011","002057"
"304011","008021"
"304011","004001"
"304011","004002"
"304011","004003"
"304011","004004"
"304011","008021"
"304011","004024"
"304011","110004"
"304011","008021"
"304011","004004"
"304011","004005"
"304011","004006"
"304011","008021"
"304011","004004"
"304011","004005"
"304011","004006"
"304011","011001"
"304011","011002"
"304011","103010"
"304011","002163"
"304011","007004"
"304011","012001"
"304030","027031"
"304030","028031"
"304030","010031"
"304031","001041"
"304031","001042"
"304031","001043"
"304032","002153"
"304032","002154"
"304032","020081"
"304032","020082"
"304032","020012"
"304033","002152"
"304033","002166"
"304033","002167"
"304033","002153"
"304033","002154"
"304033","012075"
"304033","012076"
"304033","012063"
"304034","102004"
"304034","027001"
"304034","028001"
"304034","007022"
"304034","005043"
"304034","020010"
"304034","020016"
"304034","033003"
"304034","010040"
"304035","002153"
"304035","002154"
"304035","012063"
"304035","008011"
"304035","012063"
"304035","008011"
"304035","012063"
"304035","008011"
"304035","008003"
"304035","012063"
"304035","008003"
"304035","012063"
"304035","008003"
"304035","012063"
"304035","008003"
"304036","020082"
"304036","008012"
"304036","020082"
"304036","008012"
"304036","020081"
"304036","008003"
"304036","020081"
"304036","008003"
"304036","020081"
"304036","008003"
"304036","020081"
"304036","008003"
"304037","002153"
"304037","002154"
"304037","012063"
"304037","008011"
"304037","012063"
"304037","008011"
"304037","012063"
"304037","008011"
"304037","008003"
"304037","012063"
"304037","008003"
"304037","012063"
"304037","008003"
"304037","012063"
"304228","005217"
"304228","006217"
"304228","007217"
"304229","001208"
"304229","001209"
"304229","001210"
"304250","002231"
"304250","002232"
"304250","008012"
"304250","007024"
"304250","002057"
"304250","008021"
"304250","004001"
"304250","004002"
"304250","004003"
"304250","004004"
"304250","008021"
"304250","004024"
"304250","110004"
"304250","008021"
"304250","004004"
"304250","004005"
"304250","004006"
